duration,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
60000,0,115,2024-10-29 19:25:00.000,,,2024-10-29 19:27:21.206,2024-10-29 19:27:21.206,121,1.5538334,93.23,3.7,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 19:26:00.000,593a1826-4c6c-43c2-9269-59c1f6364223
60000,0,105,2024-10-29 19:26:00.000,,,2024-10-29 19:27:21.321,2024-10-29 19:27:21.321,109,1.3756667,82.54,3.3,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 19:27:00.000,70da7617-d075-4b64-8f52-f20c462db080
23623,0,44,2024-10-29 19:27:00.000,,,2024-10-29 19:27:28.044,2024-10-29 19:27:21.389,40,1.2690551,29.980001,1.2099998,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 19:28:00.000,ae41c0ad-971b-4ae8-a683-2ccb03b96116
15274,0,23,2024-10-29 19:28:00.000,,,2024-10-29 19:28:21.844,2024-10-29 19:28:00.691,23,1.0940019,16.71,0.73999995,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 19:29:00.000,e0daecd9-d27f-4ce5-bcf6-678c3d58c6f6
16472,0,27,2024-10-29 21:58:00.000,,,2024-10-29 22:00:49.021,2024-10-29 22:00:49.021,27,1.25,20.59,0.84,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 21:59:00.000,7f15aef1-e56f-43e3-9af7-9250cce514ac
12048,0,20,2024-10-29 21:59:00.000,,,2024-10-29 22:00:49.097,2024-10-29 22:00:49.097,20,1.25,15.06,0.62,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 22:00:00.000,45928834-5565-4a15-8b86-e45fc0879b34
22564,0,42,2024-10-29 19:24:00.000,,,2024-10-29 19:26:44.943,2024-10-29 19:24:43.846,42,1.4226142,32.1,2.45,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 19:25:00.000,0a6dff6b-b457-4540-8036-bcdede92e17a
59532,0,120,2024-10-29 19:25:00.000,,,2024-10-29 19:26:45.422,2024-10-29 19:26:45.422,120,1.5833334,94.26,5.65,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 19:26:00.000,b41282da-7f22-4945-a893-345e16d7293b
46278,11,78,2024-10-29 19:26:00.000,,,2024-10-29 19:27:49.822,2024-10-29 19:26:45.743,89,1.490528,68.979996,3.85,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 19:27:00.000,94d2c928-f0b9-4337-aaf7-5dd886ea550d
25817,0,47,2024-10-29 19:27:00.000,,,2024-10-29 19:27:50.233,2024-10-29 19:27:50.233,47,1.3611112,35.14,1.95,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 19:28:00.000,5bd2927c-132e-4039-9781-38a5305d2961
9514,0,17,2024-10-29 19:28:00.000,,,2024-10-29 19:28:14.404,2024-10-29 19:28:14.404,17,1.3611112,12.95,0.62,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 19:29:00.000,a9d45358-30fc-459d-9fe1-cf19907512de
13300,0,19,2024-10-29 19:32:00.000,,,2024-10-29 19:34:59.918,2024-10-29 19:34:59.918,19,1.0,13.3,0.74,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 19:33:00.000,2ead7c05-f515-440f-bb67-bfec90b7616e
7568,0,13,2024-10-29 21:51:00.000,,,2024-10-29 21:51:31.797,2024-10-29 21:51:31.797,13,1.25,9.46,0.53,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 21:52:00.000,fed396f2-002c-42e8-ac63-2fbb29ab1c2c
4171,0,11,2024-10-29 21:52:00.000,,,2024-10-29 21:52:34.583,2024-10-29 21:52:34.583,11,2.2222223,9.27,0.56,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 21:53:00.000,1cffb240-2131-4eb8-94ae-5eb420ebc679
10192,0,17,2024-10-29 21:56:00.000,,,2024-10-29 21:57:06.137,2024-10-29 21:57:06.137,17,1.25,12.74,0.66,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 21:57:00.000,e9a628c2-a903-470f-b847-e63a1a663c1d
9176,7,10,2024-10-29 21:57:00.000,,,2024-10-29 22:03:13.370,2024-10-29 22:03:13.370,17,1.4166666,13.0,0.88,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 21:58:00.000,d573b00c-911c-4cb2-8a78-393b2353c434
18140,0,31,2024-10-29 21:58:00.000,,,2024-10-29 22:03:13.542,2024-10-29 22:03:13.542,31,1.2777778,23.18,1.21,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 21:59:00.000,1a53c09b-cd42-4762-815e-320afcd539a4
17012,0,28,2024-10-29 21:59:00.000,,,2024-10-29 22:03:13.631,2024-10-29 22:03:13.631,28,1.1944444,20.32,1.12,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:00:00.000,a780b8da-75ab-4da6-ab91-ee8c71d2eaec
13726,0,21,2024-10-29 22:00:00.000,,,2024-10-29 22:03:13.766,2024-10-29 22:03:13.766,21,1.0833334,14.87,0.85,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:01:00.000,5b6cbe7c-4128-4b42-b0e2-7611a2554fad
14676,0,24,2024-10-29 22:02:00.000,,,2024-10-29 22:03:13.884,2024-10-29 22:03:13.884,24,1.1944444,17.53,0.94,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:03:00.000,e2282246-d1fe-447d-b788-62ceb056eb9f
8601,0,15,2024-10-29 22:03:00.000,,,2024-10-29 22:03:13.940,2024-10-29 22:03:13.940,15,1.3055556,11.23,0.58,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:04:00.000,2c260f39-7d00-40cd-ac59-99ac63fca373
18676,0,29,2024-10-29 22:02:00.000,,,2024-10-29 22:03:41.149,2024-10-29 22:03:41.149,29,1.1388888,21.27,0.89,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 22:03:00.000,04fce243-c4a8-44b6-8db4-eb3572c85113
19089,0,29,2024-10-29 22:03:00.000,,,2024-10-29 22:03:41.185,2024-10-29 22:03:41.185,29,1.111111,21.21,0.93,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 22:04:00.000,6fb8002f-a202-41d4-ad33-be4deace7f29
4917,0,8,2024-10-29 22:04:00.000,,,2024-10-29 22:04:53.790,2024-10-29 22:04:52.433,8,1.2078613,5.94,0.26,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 22:05:00.000,779ed3ef-092d-4619-8dd8-6d24ce769a1b
32342,0,56,2024-10-29 23:16:00.000,,,2024-10-29 23:16:40.161,2024-10-29 23:16:06.398,56,1.3054054,42.21999,1.6399992,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 23:17:00.000,8d886dec-2396-43fd-940d-5c94b8ec369b
15596,0,25,2024-10-29 23:17:00.000,,,2024-10-29 23:18:07.606,2024-10-29 23:17:05.328,25,1.179768,18.399998,0.77,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 23:18:00.000,9d343eb8-82a0-45b1-a7fb-199f21cf5bc5
14085,0,14,2024-10-29 23:20:00.000,,,2024-10-29 23:20:28.548,2024-10-29 23:20:17.715,21,1.0479037,14.759998,0.64999986,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 23:21:00.000,d6116010-1442-487f-ae8e-423ccfe88079
8030,0,12,2024-10-29 23:21:00.000,,,2024-10-29 23:21:33.585,2024-10-29 23:21:33.585,12,1.0833334,8.7,0.4,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-29 23:22:00.000,6c7babfb-015d-4034-ac77-1fc0be05adae
14283,0,21,2024-10-30 00:26:00.000,,,2024-10-30 00:26:59.114,2024-10-30 00:26:54.564,21,1.0606962,15.150002,0.6099999,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:27:00.000,a969a813-047a-46d0-a6ee-e7002714547f
20568,0,30,2024-10-30 00:27:00.000,,,2024-10-30 00:27:50.684,2024-10-30 00:27:00.765,30,1.0506206,21.609999,0.9199996,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:28:00.000,948f49e1-7154-42ce-add7-cdc5356fc2dd
10061,0,15,2024-10-30 00:36:00.000,,,2024-10-30 00:37:20.681,2024-10-30 00:37:20.681,15,1.0833334,10.9,0.47,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:37:00.000,ec50faa0-8e15-4417-af38-3d7c633d1158
16356,0,28,2024-10-30 00:37:00.000,,,2024-10-30 00:37:20.728,2024-10-30 00:37:20.728,28,1.2777778,20.9,0.86,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:38:00.000,e4900f61-1e09-4546-8c4c-8e4200899edc
14733,0,22,2024-10-30 00:38:00.000,,,2024-10-30 00:38:52.945,2024-10-30 00:38:13.305,22,1.0832715,15.959998,0.7,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:39:00.000,35d2f426-cd11-4f3e-97ae-57471ff4cfeb
4738,0,7,2024-10-30 00:39:00.000,,,2024-10-30 00:39:17.274,2024-10-30 00:39:16.680,7,1.0594518,5.0200005,0.23,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:40:00.000,9afa8080-e230-4f90-9d32-abfce616237f
9825,0,16,2024-10-30 00:44:00.000,,,2024-10-30 00:44:57.958,2024-10-30 00:44:54.926,16,1.1836579,11.629999,0.52,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:45:00.000,55eaad84-060f-4785-8925-b581c75f5280
18372,0,28,2024-10-30 00:45:00.000,,,2024-10-30 00:45:28.321,2024-10-30 00:45:05.952,28,1.1076237,20.35,0.8999999,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 00:46:00.000,4e48130a-6986-4905-8764-b9f90d700dc4
13343,0,17,2024-10-29 22:04:00.000,,,2024-10-29 22:08:29.375,2024-10-29 22:08:29.375,17,0.8611111,11.49,0.79,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:05:00.000,51478209-e01a-45b8-b066-40b215c04b1d
11130,0,16,2024-10-29 22:53:00.000,,,2024-10-29 22:54:59.904,2024-10-29 22:54:59.904,16,1.0000001,11.13,0.7,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:54:00.000,c3ddc3fb-8a8f-4aa4-8971-b729c32d6f8b
16508,0,26,2024-10-29 22:55:00.000,,,2024-10-29 22:57:16.249,2024-10-29 22:57:16.249,26,1.1666666,19.26,1.05,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:56:00.000,43b242b1-8ec3-4754-ad08-60122f436444
16986,0,33,2024-10-29 22:56:00.000,,,2024-10-29 22:57:16.596,2024-10-29 22:57:16.596,33,1.5,25.48,1.21,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:57:00.000,e9377ed2-f64c-44da-9658-2e574d71f4ae
6000,0,10,2024-10-29 22:57:00.000,,,2024-10-29 22:58:15.515,2024-10-29 22:58:15.515,10,1.25,7.5,0.59,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 22:58:00.000,dd6b60d1-09a3-4aa4-824e-0e4dd313aa43
5869,0,10,2024-10-29 23:07:00.000,,,2024-10-29 23:08:08.905,2024-10-29 23:08:08.905,10,1.2777778,7.5,0.49,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:08:00.000,7fd2d815-aa52-4095-88c7-3b4ef3a0aaed
10660,0,16,2024-10-29 23:08:00.000,,,2024-10-29 23:08:40.809,2024-10-29 23:08:39.823,16,1.059043,11.29,0.62,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:09:00.000,0ccef11e-0fb7-4809-b3a2-b509b4f7cfb7
14370,0,26,2024-10-29 23:16:00.000,,,2024-10-29 23:18:34.101,2024-10-29 23:18:34.101,26,1.3611112,19.56,0.98,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:17:00.000,39ea452e-3c86-47b3-8147-ac9d4d3dcc53
8662,0,16,2024-10-29 23:17:00.000,,,2024-10-29 23:18:34.317,2024-10-29 23:18:34.317,16,1.3611112,11.79,0.64,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:18:00.000,077e571f-d3b9-4bcb-8b5c-2d089dfe317b
5767,0,10,2024-10-29 23:18:00.000,,,2024-10-29 23:19:14.185,2024-10-29 23:19:14.185,10,1.2777778,7.37,0.38,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:19:00.000,68384da4-eb01-4757-b80f-2b481a2054c7
1164,0,2,2024-10-29 23:19:00.000,,,2024-10-29 23:19:14.310,2024-10-29 23:19:14.310,2,1.3055556,1.52,0.07,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:20:00.000,d265ec1c-7a42-424f-9904-3d829397bc9a
8074,0,13,2024-10-29 23:20:00.000,,,2024-10-29 23:35:00.053,2024-10-29 23:35:00.053,13,1.1666666,9.42,0.5,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:21:00.000,a0d028cb-d2d8-4d98-b920-e76421165cd6
5797,0,12,2024-10-29 23:23:00.000,,,2024-10-29 23:35:00.111,2024-10-29 23:35:00.111,12,1.5833334,9.18,0.48,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:24:00.000,d651572c-2f54-4d25-8c1a-3d23266ba7a2
5707,0,8,2024-10-29 23:24:00.000,,,2024-10-29 23:35:00.205,2024-10-29 23:35:00.205,8,0.9444444,5.39,0.44,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-29 23:25:00.000,a1f3a66e-32d1-471c-a9d6-103512d58252
14741,0,31,2024-10-30 00:26:00.000,,,2024-10-30 00:28:00.090,2024-10-30 00:28:00.090,31,1.6111112,23.75,1.16,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:27:00.000,c215e75a-c0e9-463e-9bc2-798f9386d9fc
22761,0,35,2024-10-30 00:27:00.000,,,2024-10-30 00:28:00.229,2024-10-30 00:28:00.229,35,1.1111112,25.29,1.39,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:28:00.000,611d1ebc-1489-4a07-9af6-ada3a24fd7df
8632,0,16,2024-10-30 00:28:00.000,,,2024-10-30 00:29:37.230,2024-10-30 00:29:37.230,16,1.4166666,12.23,0.74,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:29:00.000,5f63a0a2-136f-4002-9c4a-e06e08e2871a
10520,0,19,2024-10-30 00:29:00.000,,,2024-10-30 00:29:37.363,2024-10-30 00:29:37.363,19,1.3611112,14.32,0.73,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:30:00.000,1765d4bc-b3db-48eb-a8eb-52cb13985b91
18881,1,34,2024-10-30 00:31:00.000,,,2024-10-30 00:33:08.377,2024-10-30 00:31:28.669,35,1.4045126,26.52,1.4200001,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:32:00.000,3b454203-18f6-409e-bf6b-08419238c02a
6918,0,12,2024-10-30 00:32:00.000,,,2024-10-30 00:33:08.626,2024-10-30 00:33:08.626,12,1.2777778,8.84,0.51,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:33:00.000,4948fc45-e1cf-4fa3-909f-5876a6936d95
20955,2,43,2024-10-30 00:33:00.000,,,2024-10-30 00:33:55.941,2024-10-30 00:33:08.812,45,1.6979116,35.579998,1.9700001,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:34:00.000,f3e72cd5-3e26-446d-99ce-572ab2d092f9
6627,0,10,2024-10-30 00:34:00.000,,,2024-10-30 00:34:27.129,2024-10-30 00:34:27.129,10,1.0833334,7.18,0.45,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:35:00.000,531c3888-7914-474c-beaf-32e6543f1cd0
13652,0,26,2024-10-30 00:37:00.000,,,2024-10-30 00:39:10.207,2024-10-30 00:39:10.207,26,1.4444444,19.72,0.97,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:38:00.000,d8450837-da3b-4fb3-b1c3-c584b8518766
12497,0,20,2024-10-30 00:38:00.000,,,2024-10-30 00:39:10.330,2024-10-30 00:39:10.330,20,1.1666666,14.58,0.78,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:39:00.000,49f03dd4-dd85-475f-bc4d-9f0b7ff218f5
9107,0,13,2024-10-30 00:45:00.000,,,2024-10-30 00:55:00.085,2024-10-30 00:55:00.085,13,1.0277778,9.36,0.62,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:46:00.000,7ead51af-aa49-4448-9d61-dc8ba061b8c1
9190,0,17,2024-10-30 00:46:00.000,,,2024-10-30 00:55:00.174,2024-10-30 00:55:00.174,17,1.4166666,13.02,0.57,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:47:00.000,e046e248-317b-49fa-be14-7eb61e507b62
7074,0,11,2024-10-30 00:47:00.000,,,2024-10-30 00:55:00.248,2024-10-30 00:55:00.248,11,1.1111112,7.86,0.43,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 00:48:00.000,628aecbf-109d-41f5-8a69-148a873141e1
6494,0,12,2024-10-30 01:39:00.000,,,2024-10-30 01:39:26.932,2024-10-30 01:39:26.932,12,1.3888888,9.02,0.45,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 01:40:00.000,74356748-545e-4ea4-9308-b7f2d5eb31a1
7461,0,16,2024-10-30 02:12:00.000,,,2024-10-30 02:12:46.930,2024-10-30 02:12:44.047,16,1.7262349,12.88,0.61999995,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 02:13:00.000,655262f0-7d61-4f66-bac7-2e788a9d5336
9120,13,10,2024-10-30 06:20:00.000,,,2024-10-30 06:20:48.234,2024-10-30 06:20:42.351,23,2.0853183,19.02,1.5,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:21:00.000,e05234b6-7a43-4dbf-aa4d-f817c60a0a28
16736,0,34,2024-10-30 06:21:00.000,,,2024-10-30 06:22:22.686,2024-10-30 06:22:22.686,34,1.5833335,26.5,1.47,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:22:00.000,dd4c8006-3588-4375-8331-38db535c185a
8692,0,17,2024-10-30 06:22:00.000,,,2024-10-30 06:22:22.828,2024-10-30 06:22:22.828,17,1.5277778,13.28,0.65,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:23:00.000,f646dbf4-f04e-4ebb-95a5-5ba3cf0badbe
13885,11,28,2024-10-30 06:24:00.000,,,2024-10-30 06:30:01.635,2024-10-30 06:24:46.331,39,2.416949,33.56,2.1200001,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:25:00.000,b98507f7-0466-46ac-affd-4d95000d24bd
16525,0,26,2024-10-30 06:51:00.000,,,2024-10-30 06:51:53.496,2024-10-30 06:51:05.144,26,1.1515406,19.029999,0.88000005,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 06:52:00.000,8dbc7754-7625-43f6-8b63-f6a1d5b84d71
38299,0,69,2024-10-30 06:52:00.000,,,2024-10-30 06:55:00.590,2024-10-30 06:55:00.590,69,1.3611109,52.13,2.71,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 06:53:00.000,71c0f8c6-3ba9-4940-bed4-46966fe9a769
8875,0,15,2024-10-30 06:53:00.000,,,2024-10-30 06:55:00.613,2024-10-30 06:55:00.613,16,1.3611112,12.08,0.63,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 06:54:00.000,2d9bc947-8c65-403c-8dd5-c303f72c7b20
0,0,1,2024-10-30 07:18:00.000,,,2024-10-30 07:18:49.021,2024-10-30 07:18:49.021,0,0.0,0.0,0.0,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 07:19:00.000,8018b9f4-d8fe-428f-97a9-18b617786db4
16540,1,32,2024-10-30 06:25:00.000,,,2024-10-30 06:30:02.217,2024-10-30 06:30:02.217,33,1.5,24.81,1.38,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:26:00.000,7fa6c536-4f1f-4012-a4b2-ed4d352e04bd
35920,1,63,2024-10-30 06:52:00.000,,,2024-10-30 06:54:59.957,2024-10-30 06:52:46.992,64,1.3396382,48.120003,2.6299999,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:53:00.000,13727107-88b6-487b-9581-41f7c991f596
8593,0,13,2024-10-30 06:53:00.000,,,2024-10-30 06:55:00.020,2024-10-30 06:55:00.020,13,1.0833333,9.31,0.53,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 06:54:00.000,76b25384-ac73-4381-8023-f429e9b84293
5166,0,10,2024-10-30 07:19:00.000,,,2024-10-30 07:34:49.948,2024-10-30 07:34:49.948,10,1.5,7.75,0.37,UTC+0100,BQ++8KZ2oB,com.sec.android.app.shealth,2024-10-30 07:20:00.000,0811caa4-3d0e-4353-8385-44c0c85603d7
4606,0,7,2024-10-30 07:34:00.000,,,2024-10-30 07:35:00.717,2024-10-30 07:35:00.717,7,1.0833334,4.99,0.28,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 07:35:00.000,fee292f5-7d88-44b7-aa49-d913b489bccb
5202,0,8,2024-10-30 08:24:00.000,,,2024-10-30 08:32:47.965,2024-10-30 08:32:47.965,8,1.1111112,5.78,0.32,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:25:00.000,fd747c24-0d61-4257-a8ce-8b5fa74ee21a
6036,0,9,2024-10-30 08:25:00.000,,,2024-10-30 08:32:48.089,2024-10-30 08:32:48.089,9,1.0833334,6.54,0.35,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:26:00.000,76cb4f32-65d7-401b-a906-5394d4c520f7
6400,0,9,2024-10-30 08:31:00.000,,,2024-10-30 08:32:48.181,2024-10-30 08:32:48.181,9,0.99999994,6.4,0.36,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:32:00.000,d2f78c9f-0e38-44db-ae63-2178b9af9eef
21576,0,31,2024-10-30 08:32:00.000,,,2024-10-30 08:32:48.974,2024-10-30 08:32:48.241,31,1.0446578,22.54,1.15,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:33:00.000,8a838236-5937-4c1a-a8d1-47afd3e25d2f
19218,0,31,2024-10-30 08:33:00.000,,,2024-10-30 08:33:57.980,2024-10-30 08:33:46.477,31,1.1951898,22.969995,1.1600001,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:34:00.000,b91bb0ed-d915-403b-8062-a66b3c4b6283
4792,0,8,2024-10-30 08:34:00.000,,,2024-10-30 08:35:00.668,2024-10-30 08:34:34.335,8,1.2081602,5.79,0.32,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:35:00.000,be473eb4-cf42-473f-ae10-7527566f55e0
8151,0,13,2024-10-30 08:35:00.000,,,2024-10-30 08:40:16.665,2024-10-30 08:40:16.665,13,1.1666666,9.51,0.51,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:36:00.000,359ef1eb-3536-402f-b890-ac1fed1d8a05
3089,0,5,2024-10-30 08:36:00.000,,,2024-10-30 08:40:16.788,2024-10-30 08:40:16.788,5,1.1944444,3.69,0.2,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:37:00.000,2540d019-633a-4f2b-b527-34a27e69fb63
31455,0,49,2024-10-30 08:40:00.000,,,2024-10-30 08:40:47.276,2024-10-30 08:40:16.903,49,1.1346016,35.689995,1.9499999,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:41:00.000,b27c1b2e-7bc7-4264-9cd9-0d911fcc6f41
3290,0,6,2024-10-30 08:41:00.000,,,2024-10-30 08:41:27.142,2024-10-30 08:41:27.142,6,1.3888888,4.57,0.23,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:42:00.000,697012c4-b53c-44ec-8aad-1a5cadb6a288
19403,0,35,2024-10-30 08:43:00.000,,,2024-10-30 08:49:16.082,2024-10-30 08:49:16.082,35,1.3611112,26.41,1.38,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:44:00.000,314dc17b-eb35-4067-b1f7-4d4fb87780e4
5622,0,9,2024-10-30 08:44:00.000,,,2024-10-30 08:49:16.113,2024-10-30 08:49:16.113,9,1.1666666,6.56,0.35,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:45:00.000,5b658062-9e42-448f-87a8-5550e8d6e652
9702,0,15,2024-10-30 08:45:00.000,,,2024-10-30 08:49:16.221,2024-10-30 08:49:16.221,15,1.1388888,11.05,0.58,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:46:00.000,d054b7f2-664c-4b51-83d0-e402e2160c5d
60000,0,109,2024-10-30 08:46:00.000,,,2024-10-30 08:49:16.289,2024-10-30 08:49:16.289,116,1.4576666,87.46,4.61,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:47:00.000,d7d83ee0-cfb6-4149-97ac-ac1c06220a5c
60000,0,116,2024-10-30 08:47:00.000,,,2024-10-30 08:49:16.353,2024-10-30 08:49:16.353,117,1.4968333,89.81,4.68,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:48:00.000,07f060e1-5589-489f-a35e-7ff6420b66d7
60000,0,107,2024-10-30 08:48:00.000,,,2024-10-30 08:49:16.420,2024-10-30 08:49:16.420,115,1.436,86.16,4.6,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:49:00.000,7604ed93-830c-47e7-a759-2ee21e5cc303
16419,0,28,2024-10-30 08:49:00.000,,,2024-10-30 08:49:16.473,2024-10-30 08:49:16.473,28,1.2777778,20.98,1.12,UTC+0100,ZnmBp6HqkF,com.sec.android.app.shealth,2024-10-30 08:50:00.000,7f7a392f-c5fe-4986-92b8-f0df65fe18a7
