exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,walk_time,longest_idle_time,datauuid,day_time
,3713,,2467840,90.0,0,2023-02-01 03:41:56.354,,2023-01-31 04:53:12.325,,,,-1,60000,45,,,,2777.1575,,142.16345,5f42118d-cdb2-4d12-8b98-6ff105363aff.extra_data.json,2464835,27120000,5f42118d-cdb2-4d12-8b98-6ff105363aff,2023-01-31 00:00:00.000
,0,,0,90.0,0,2023-01-31 04:53:12.390,,2023-01-31 04:53:12.390,,,,-1,0,0,,,,0.0,,0.0,37288cc9-4af1-4732-8880-a576e0328d2f.extra_data.json,0,-1,37288cc9-4af1-4732-8880-a576e0328d2f,2023-01-04 00:00:00.000
,6553,,4371451,90.0,0,2023-02-01 03:41:53.972,,2023-01-31 04:53:12.515,,,,-1,2729775,80,,,,5074.0312,,371.5423,beee4816-d6f9-4ebb-bb8f-83f226a3c9e1.extra_data.json,4365451,33540000,beee4816-d6f9-4ebb-bb8f-83f226a3c9e1,2023-01-07 00:00:00.000
,740,,492245,90.0,0,2023-02-01 03:41:54.039,,2023-01-31 04:53:12.556,,,,-1,49358,8,,,,548.97974,,33.036144,13f79bd6-2805-4d4d-b0c9-eee33fb431a4.extra_data.json,490245,40020000,13f79bd6-2805-4d4d-b0c9-eee33fb431a4,2023-01-08 00:00:00.000
,6325,,3754220,90.0,0,2023-02-01 03:41:54.479,,2023-01-31 04:53:12.627,,,,-1,420000,68,,,,4911.797,,274.94675,621eb975-9733-416f-a573-9527e96ccf62.extra_data.json,3721020,19260000,621eb975-9733-416f-a573-9527e96ccf62,2023-01-11 00:00:00.000
,1960,,1245315,90.0,0,2023-02-01 03:41:54.548,,2023-01-31 04:53:12.642,,,,-1,300000,22,,,,1496.0591,,85.0171,5d8bde8f-04c4-47c9-b136-80066e5ea89a.extra_data.json,1243715,39600000,5d8bde8f-04c4-47c9-b136-80066e5ea89a,2023-01-12 00:00:00.000
,3586,,2308083,90.0,0,2023-02-01 03:41:54.618,,2023-01-31 04:53:12.661,,,,-1,240000,42,,,,2712.2146,,154.88,36431465-3aa4-424f-99d0-7b8e29f9e18e.extra_data.json,2306883,19680000,36431465-3aa4-424f-99d0-7b8e29f9e18e,2023-01-13 00:00:00.000
,1949,,1184959,90.0,0,2023-02-01 03:41:54.814,,2023-01-31 04:53:12.676,,,,-1,300000,21,,,,1475.9702,,83.546875,2f8d414f-e2ce-4382-abda-e38171ef08ee.extra_data.json,1184959,40500000,2f8d414f-e2ce-4382-abda-e38171ef08ee,2023-01-14 00:00:00.000
,425,,283475,90.0,0,2023-02-01 03:41:55.331,,2023-01-31 04:53:12.719,,,,-1,30015,4,,,,315.56348,,18.436615,d883070f-8a74-4a1f-b3a3-a0d33c1d6404.extra_data.json,283475,36060000,d883070f-8a74-4a1f-b3a3-a0d33c1d6404,2023-01-16 00:00:00.000
,1748,,1165916,90.0,0,2023-02-01 03:41:55.476,,2023-01-31 04:53:12.734,,,,-1,52693,21,,,,1314.0244,,75.87581,c992a1df-d5fd-4bb2-9248-cbfd20a0df29.extra_data.json,1165916,16260000,c992a1df-d5fd-4bb2-9248-cbfd20a0df29,2023-01-17 00:00:00.000
,4062,,2618565,90.0,0,2023-02-01 03:41:55.535,,2023-01-31 04:53:12.757,,,,-1,240000,47,,,,3065.7554,,174.87976,2a10442a-6c6e-414d-9ccb-027f51e886d1.extra_data.json,2617765,19620000,2a10442a-6c6e-414d-9ccb-027f51e886d1,2023-01-18 00:00:00.000
,579,,386193,90.0,0,2023-02-01 03:41:55.575,,2023-01-31 04:53:12.815,,,,-1,40020,6,,,,429.23834,,25.192337,7f13d226-ba68-4512-a72c-098046afd16a.extra_data.json,386193,39600000,7f13d226-ba68-4512-a72c-098046afd16a,2023-01-19 00:00:00.000
,657,,430852,90.0,0,2023-02-01 03:41:55.766,,2023-01-31 04:53:13.150,,,,-1,60000,7,,,,492.1594,,28.366684,34ffb5c3-01d8-4cd7-b908-9600e12691cf.extra_data.json,430852,43320000,34ffb5c3-01d8-4cd7-b908-9600e12691cf,2023-01-23 00:00:00.000
,3653,,2282514,90.0,0,2023-02-01 03:41:56.082,,2023-01-31 04:53:18.620,,,,-1,180000,42,,,,2789.3088,,156.47519,074cf58c-ce99-42cd-bcea-92b9ff303896.extra_data.json,2282114,19080000,074cf58c-ce99-42cd-bcea-92b9ff303896,2023-01-27 00:00:00.000
,6974,,4219527,90.0,0,2023-02-01 03:41:56.212,,2023-01-31 04:53:18.755,,,,-1,839566,77,,,,5323.2954,,301.68027,2616af47-d821-46b8-8914-31869b79ca3c.extra_data.json,4216327,23880000,2616af47-d821-46b8-8914-31869b79ca3c,2023-01-29 00:00:00.000
,3276,,2072616,90.0,0,2023-02-01 22:09:14.923,,2023-02-01 03:00:00.441,,,,-1,300000,37,,,,2429.38,,134.59001,b6bc824b-928e-4763-a98a-f5deeae210af.extra_data.json,2072616,18540000,b6bc824b-928e-4763-a98a-f5deeae210af,2023-02-01 00:00:00.000
,5200,,3090064,,0,2018-10-27 02:18:53.954,,2018-10-26 03:00:01.206,,,,60,600000,85,,,,4005.3596,,216.80994,05028e69-435f-4b88-96e2-75ec163e8ca7.extra_data.json,3077714,25080000,05028e69-435f-4b88-96e2-75ec163e8ca7,2018-10-26 00:00:00.000
,9847,,5754406,,0,2018-09-04 02:23:59.947,,2018-09-03 03:00:02.960,,,,60,831333,158,,,,7658.3135,,416.6887,3d4acaf0-9e27-4d5f-9e74-5f210ddd2ffe.extra_data.json,5712740,26640000,3d4acaf0-9e27-4d5f-9e74-5f210ddd2ffe,2018-09-03 00:00:00.000
,522,,344436,,0,2019-04-22 04:00:00.498,,2019-04-21 04:00:00.348,,,,60,60000,8,,,,413.06998,,22.019999,d9487bd8-2b8a-4baf-b3ab-333c10b771c3.extra_data.json,338836,31740000,d9487bd8-2b8a-4baf-b3ab-333c10b771c3,2019-04-21 00:00:00.000
,2565,,1611394,,0,2019-06-16 02:06:15.562,,2019-06-15 04:00:02.662,,,,60,180000,43,,,,1921.3201,,106.89001,6a49aa61-4f69-4f93-aba0-085906dc8789.extra_data.json,1608594,23640000,6a49aa61-4f69-4f93-aba0-085906dc8789,2019-06-15 00:00:00.000
,11551,,7062089,,0,2019-05-24 01:58:14.515,,2019-05-23 04:00:02.053,,,,60,681462,195,,,,8754.46,,477.95993,c39cae4a-0440-4f00-9ded-cd030fdc6347.extra_data.json,7022985,22020000,c39cae4a-0440-4f00-9ded-cd030fdc6347,2019-05-23 00:00:00.000
,6672,,3951209,,0,2018-05-30 01:55:10.763,,2018-05-29 04:00:01.558,,,,60,681417,108,,,,5303.0913,,293.81104,80f34dcd-7a22-4ba7-8e75-5fa6e293b1a2.extra_data.json,3802703,25080000,80f34dcd-7a22-4ba7-8e75-5fa6e293b1a2,2018-05-29 00:00:00.000
,9085,,5728266,,0,2019-02-09 02:57:16.068,,2019-02-08 03:00:00.772,,,,60,1387400,158,,,,7037.963,,368.28815,bea1c7b9-ad7d-4d62-a41f-678e8785172a.extra_data.json,5705503,19260000,bea1c7b9-ad7d-4d62-a41f-678e8785172a,2019-02-08 00:00:00.000
,4630,,2967941,,0,2019-02-19 23:29:02.102,,2019-02-19 03:00:00.893,,,,60,120000,81,,,,3696.099,,189.75,708f61f1-07ce-4b4f-87ff-926eded221fc.extra_data.json,2942803,29580000,708f61f1-07ce-4b4f-87ff-926eded221fc,2019-02-19 00:00:00.000
,8987,,5214994,,0,2018-03-21 02:48:49.501,,2018-03-20 03:00:00.965,,,,60,722415,143,,,,7263.4297,,407.8557,af1367df-cc44-423c-8bb8-6f0d2e518894.extra_data.json,5006737,26520000,af1367df-cc44-423c-8bb8-6f0d2e518894,2018-03-20 00:00:00.000
,6285,,3770145,,0,2018-10-26 02:48:02.164,,2018-10-25 03:00:01.228,,,,60,673590,103,,,,4850.0596,,264.14,0e189bb7-e056-429b-a610-c1c962db7257.extra_data.json,3745896,24660000,0e189bb7-e056-429b-a610-c1c962db7257,2018-10-25 00:00:00.000
,8058,,4875091,,0,2019-06-05 00:19:02.042,,2019-06-04 04:00:01.638,,,,60,360000,133,,,,6177.179,,335.68,b924f83f-2fce-4710-ab09-ba10e6a90337.extra_data.json,4839935,27480000,b924f83f-2fce-4710-ab09-ba10e6a90337,2019-06-04 00:00:00.000
,9532,,5447686,,0,2018-04-03 00:53:01.524,,2018-04-02 03:00:00.526,,,,60,480000,150,,,,7437.8716,,418.86008,554ff955-bf49-42d4-af49-96a128303525.extra_data.json,5319346,22140000,554ff955-bf49-42d4-af49-96a128303525,2018-04-02 00:00:00.000
,17585,,11148597,,0,2018-12-29 13:19:47.744,,2018-12-28 03:00:01.675,,,,60,2768559,308,,,,13884.285,,733.7371,6e1f4c2a-5a4f-457f-98e4-3e92b15ef1cf.extra_data.json,11048970,18720000,6e1f4c2a-5a4f-457f-98e4-3e92b15ef1cf,2018-12-28 00:00:00.000
,6525,,3907886,,0,2018-04-28 02:58:29.750,,2018-04-27 03:00:00.589,,,,60,420000,106,,,,5035.301,,287.22006,d4014958-5df4-40e9-94db-02a910e3f3f1.extra_data.json,3874594,26760000,d4014958-5df4-40e9-94db-02a910e3f3f1,2018-04-27 00:00:00.000
,6349,,3736906,,0,2018-05-02 23:18:57.516,,2018-05-02 03:00:00.629,,,,60,480000,101,,,,4829.8213,,271.84998,66ebfdf7-ab90-4a86-844c-906bc09adc4d.extra_data.json,3696019,27480000,66ebfdf7-ab90-4a86-844c-906bc09adc4d,2018-05-02 00:00:00.000
,7654,,4610747,,0,2018-03-23 02:10:31.318,,2018-03-22 03:00:01.848,,,,60,668183,126,,,,6059.2974,,330.63336,1b7c41e2-3dad-424d-8807-ca110d946c3b.extra_data.json,4537141,29400000,1b7c41e2-3dad-424d-8807-ca110d946c3b,2018-03-22 00:00:00.000
,0,,0,,0,2018-03-06 22:57:07.075,,2018-03-06 22:57:07.075,,,,-1,0,0,,,,0.0,,0.0,cf38456e-e418-4b2e-b58c-f595cf13dd2a.extra_data.json,0,-1,cf38456e-e418-4b2e-b58c-f595cf13dd2a,2018-02-10 00:00:00.000
,4101,,2413149,,0,2018-08-18 15:09:06.931,,2018-08-16 03:00:01.504,,,,60,420000,65,,,,3159.8901,,179.45996,8b835d33-87a4-4042-9bff-2a04c1fded6d.extra_data.json,2382296,28380000,8b835d33-87a4-4042-9bff-2a04c1fded6d,2018-08-16 00:00:00.000
,1241,,809543,,0,2019-05-06 03:41:04.274,,2019-05-05 04:00:00.685,,,,60,120000,21,,,,971.33,,48.949997,dc057380-b29b-4320-8e0d-3a162e3d7b04.extra_data.json,806343,25740000,dc057380-b29b-4320-8e0d-3a162e3d7b04,2019-05-05 00:00:00.000
,481,,318424,,0,2018-09-18 13:59:46.484,,2018-09-17 03:00:01.306,,,,60,24545,8,,,,405.74997,,20.63,a73cb765-96f9-4747-8712-0a500f46ac19.extra_data.json,314824,30900000,a73cb765-96f9-4747-8712-0a500f46ac19,2018-09-17 00:00:00.000
,6977,,4153021,,0,2018-09-11 02:42:03.944,,2018-09-10 03:00:00.833,,,,60,240000,113,,,,5456.4795,,293.6001,a82c606d-96c5-4ab5-9832-f9ff2b8711e8.extra_data.json,4136134,25980000,a82c606d-96c5-4ab5-9832-f9ff2b8711e8,2018-09-10 00:00:00.000
,1727,,1145501,,0,2019-02-08 03:04:01.162,,2019-02-07 03:00:01.534,,,,60,42021,30,,,,1379.09,,72.48001,388212b1-a95f-4b56-8e64-1f7dfedaea5d.extra_data.json,1135901,49620000,388212b1-a95f-4b56-8e64-1f7dfedaea5d,2019-02-07 00:00:00.000
,922,,601624,,0,2018-06-18 00:58:25.250,,2018-06-17 04:00:02.070,,,,60,38285,15,,,,784.41003,,41.249996,b257906d-28ee-4c4c-bf61-39dc1ea9f933.extra_data.json,581624,38340000,b257906d-28ee-4c4c-bf61-39dc1ea9f933,2018-06-17 00:00:00.000
,7858,,4615574,,0,2019-04-23 00:58:43.825,,2019-04-22 04:00:00.324,,,,60,360000,126,,,,6259.1597,,333.32996,99b187df-0882-4770-8259-4f31f4560422.extra_data.json,4509051,26580000,99b187df-0882-4770-8259-4f31f4560422,2019-04-22 00:00:00.000
,10332,,6314194,,0,2019-04-11 04:00:01.981,,2019-04-10 04:00:00.873,,,,60,733129,175,,,,8027.9556,,435.7309,5a82e402-4e7b-409a-af52-3c31b04fe3ce.extra_data.json,6250520,23160000,5a82e402-4e7b-409a-af52-3c31b04fe3ce,2019-04-10 00:00:00.000
,6861,,4069676,,0,2019-05-01 03:34:02.920,,2019-04-30 04:00:00.468,,,,60,480000,111,,,,5292.57,,290.74997,f12a00a0-e2b0-41b1-a1c7-839fc900f0f2.extra_data.json,4009315,20160000,f12a00a0-e2b0-41b1-a1c7-839fc900f0f2,2019-04-30 00:00:00.000
,4645,,2796431,,0,2018-10-13 03:00:01.735,,2018-10-12 03:00:01.727,,,,60,360000,76,,,,3595.1501,,199.09001,f2d690ad-aeff-4015-9654-4d8ab0d6431b.extra_data.json,2776031,26880000,f2d690ad-aeff-4015-9654-4d8ab0d6431b,2018-10-12 00:00:00.000
,19266,,11451361,,0,2018-05-17 01:46:57.782,,2018-05-16 04:00:03.272,,,,60,1714799,316,,,,14993.145,,800.81476,66fd2f9d-9d98-4a7b-9b71-d491113c4a26.extra_data.json,11375520,26460000,66fd2f9d-9d98-4a7b-9b71-d491113c4a26,2018-05-16 00:00:00.000
,6499,,3962092,,0,2018-06-01 02:59:14.695,,2018-05-31 04:00:00.554,,,,60,785245,108,,,,5016.904,,279.95505,248e4045-00d5-4b51-9d26-ac5823a289a9.extra_data.json,3923072,24960000,248e4045-00d5-4b51-9d26-ac5823a289a9,2018-05-31 00:00:00.000
,2671,,1766044,,0,2018-09-19 01:19:06.291,,2018-09-18 03:00:01.846,,,,60,60000,48,,,,2147.56,,107.48002,c2ece30a-07c4-4d79-aa3c-855d249df4d7.extra_data.json,1748844,12960000,c2ece30a-07c4-4d79-aa3c-855d249df4d7,2018-09-18 00:00:00.000
,405,,267465,,0,2018-10-21 02:55:13.752,,2018-10-20 03:00:00.823,,,,60,35217,6,,,,341.02,,17.25,afc332e1-adff-401a-85b9-f5f2a7df7862.extra_data.json,263465,46560000,afc332e1-adff-401a-85b9-f5f2a7df7862,2018-10-20 00:00:00.000
,13595,,7958370,,0,2018-07-24 03:33:45.152,,2018-07-23 04:00:00.924,,,,60,3611893,220,,,,10614.593,,559.85724,a4213372-6d74-4b8f-bb1c-665b2de2d5dd.extra_data.json,7926249,31800000,a4213372-6d74-4b8f-bb1c-665b2de2d5dd,2018-07-23 00:00:00.000
,5996,,3755182,,0,2018-12-25 02:56:03.063,,2018-12-24 03:00:01.664,,,,60,420000,101,,,,4870.5205,,252.76003,2b41d643-1ce6-47b6-896a-be7be7c54ce2.extra_data.json,3710252,19620000,2b41d643-1ce6-47b6-896a-be7be7c54ce2,2018-12-24 00:00:00.000
,10232,,6284859,,0,2019-03-29 02:25:40.677,,2019-03-28 03:00:10.546,,,,60,1085226,173,,,,7993.497,,430.6891,f2b17d7d-0e83-404f-8865-c3cdb35059db.extra_data.json,6256256,22560000,f2b17d7d-0e83-404f-8865-c3cdb35059db,2019-03-28 00:00:00.000
,7140,,4089682,,0,2018-03-30 02:59:55.635,,2018-03-29 03:00:00.799,,,,60,420000,113,,,,5701.2603,,313.16,8a7c528b-0f39-40a9-a243-551aeec51032.extra_data.json,3968457,28440000,8a7c528b-0f39-40a9-a243-551aeec51032,2018-03-29 00:00:00.000
,12295,,7840345,,0,2018-12-22 02:35:16.889,,2018-12-21 03:00:00.560,,,,60,300000,216,,,,9651.762,,508.3598,a83bf625-5208-4a74-a85a-e558c7fe91cd.extra_data.json,7766345,10440000,a83bf625-5208-4a74-a85a-e558c7fe91cd,2018-12-21 00:00:00.000
,5382,,3391099,,0,2019-01-22 02:58:02.247,,2019-01-21 03:00:01.400,,,,60,120000,91,,,,4231.07,,223.51003,4b5c1307-16cc-4893-b167-f5146872de1f.extra_data.json,3355517,20460000,4b5c1307-16cc-4893-b167-f5146872de1f,2019-01-21 00:00:00.000
,6962,,4107357,,0,2018-04-19 02:57:02.827,,2018-04-18 03:00:13.678,,,,60,540000,111,,,,5352.822,,303.71005,a4273e9b-4d8e-4a7e-a390-9c39560e65cc.extra_data.json,4051464,27360000,a4273e9b-4d8e-4a7e-a390-9c39560e65cc,2018-04-18 00:00:00.000
,3762,,2367831,,0,2019-02-13 02:48:12.509,,2019-02-12 03:00:00.642,,,,60,360000,63,,,,3059.4602,,154.44998,22a52caf-bf76-4168-8e7d-d87dff4223af.extra_data.json,2331961,40560000,22a52caf-bf76-4168-8e7d-d87dff4223af,2019-02-12 00:00:00.000
,8592,,5155122,,0,2019-03-20 23:06:52.320,,2019-03-20 03:00:00.862,,,,60,480000,141,,,,6779.9507,,365.48993,c1ba5352-ac06-410c-912e-94b96b5a9c61.extra_data.json,5057017,22140000,c1ba5352-ac06-410c-912e-94b96b5a9c61,2019-03-20 00:00:00.000
,2691,,1750343,,0,2018-07-02 03:55:14.553,,2018-07-01 04:00:02.916,,,,60,60000,46,,,,2149.75,,113.399994,178e0548-8b00-4ced-89d3-3d1ccab8da4e.extra_data.json,1725579,32160000,178e0548-8b00-4ced-89d3-3d1ccab8da4e,2018-07-01 00:00:00.000
,7146,,4390308,,0,2019-01-21 02:38:11.678,,2019-01-20 03:00:00.512,,,,60,2343513,120,,,,5656.6245,,294.80792,9a3f04c4-31a8-4c26-b863-ee7663855813.extra_data.json,4372007,27540000,9a3f04c4-31a8-4c26-b863-ee7663855813,2019-01-20 00:00:00.000
,2388,,1566077,,0,2018-07-27 16:07:22.677,,2018-07-26 04:00:01.327,,,,60,60000,41,,,,1956.71,,99.990005,bbfd1b1f-b445-4b40-9e9e-bebf57971665.extra_data.json,1548077,28200000,bbfd1b1f-b445-4b40-9e9e-bebf57971665,2018-07-26 00:00:00.000
,1430,,938858,,0,2018-07-28 01:19:24.296,,2018-07-27 04:00:01.577,,,,60,51359,25,,,,1191.1597,,60.129993,391673d5-34aa-4a2b-a500-2b1fc6b14fe5.extra_data.json,916458,43980000,391673d5-34aa-4a2b-a500-2b1fc6b14fe5,2018-07-27 00:00:00.000
,7469,,4442576,,0,2018-09-28 01:27:16.878,,2018-09-27 03:00:00.722,,,,60,668065,121,,,,5891.8647,,319.18945,7aa830eb-831f-4e2b-a341-ecfd69788853.extra_data.json,4394526,34920000,7aa830eb-831f-4e2b-a341-ecfd69788853,2018-09-27 00:00:00.000
,5697,,3326669,,0,2018-10-09 02:20:06.438,,2018-10-08 03:00:00.398,,,,60,480000,91,,,,4388.369,,237.52998,3ea26510-8337-404e-8f89-792ab5c71789.extra_data.json,3317913,17400000,3ea26510-8337-404e-8f89-792ab5c71789,2018-10-08 00:00:00.000
,5448,,3428852,,0,2018-07-20 03:08:45.819,,2018-07-19 04:00:01.104,,,,60,1221398,93,,,,4371.462,,225.685,068df950-8b9a-433e-9ee9-26e6984df8ae.extra_data.json,3419092,34920000,068df950-8b9a-433e-9ee9-26e6984df8ae,2018-07-19 00:00:00.000
,5771,,3390134,,0,2018-09-26 00:58:28.832,,2018-09-25 03:00:01.699,,,,60,420000,91,,,,4469.849,,247.18,f7a63635-c046-4f3c-a361-6877a0c07681.extra_data.json,3345867,16560000,f7a63635-c046-4f3c-a361-6877a0c07681,2018-09-25 00:00:00.000
,1778,,1165100,,0,2018-12-26 01:54:34.844,,2018-12-25 03:00:01.624,,,,60,36685,30,,,,1484.0802,,77.310005,f462b71c-cfbe-4b74-af78-f2ce000916e5.extra_data.json,1133900,34560000,f462b71c-cfbe-4b74-af78-f2ce000916e5,2018-12-25 00:00:00.000
,9005,,5242163,,0,2019-03-28 02:25:42.288,,2019-03-27 03:00:00.921,,,,60,540000,143,,,,7205.68,,387.19998,b2cdf3e8-7447-4de2-9310-7e640f8d0aef.extra_data.json,5092410,26220000,b2cdf3e8-7447-4de2-9310-7e640f8d0aef,2019-03-27 00:00:00.000
,5273,,3135685,,0,2018-04-14 02:34:25.040,,2018-04-13 03:00:01.757,,,,60,540000,85,,,,4030.1902,,232.62993,9b158a69-a6ac-4e27-8761-c88c1e931365.extra_data.json,3100500,23520000,9b158a69-a6ac-4e27-8761-c88c1e931365,2018-04-13 00:00:00.000
,1295,,839985,,0,2018-09-02 02:58:39.102,,2018-09-01 03:00:01.226,,,,60,60000,21,,,,1069.2799,,54.690002,92228401-8b19-4db9-8a5b-b76e98262ec3.extra_data.json,830385,47520000,92228401-8b19-4db9-8a5b-b76e98262ec3,2018-09-01 00:00:00.000
,19202,,12156932,,0,2019-02-22 13:26:51.339,,2019-02-21 03:00:00.951,,,,60,2001482,336,,,,14790.365,,780.8397,c5d9de4a-a7d8-4ae1-b87f-f86217e4671b.extra_data.json,12137937,26820000,c5d9de4a-a7d8-4ae1-b87f-f86217e4671b,2019-02-21 00:00:00.000
,10810,,6562921,,0,2019-03-12 02:36:57.045,,2019-03-11 03:00:00.848,,,,60,723923,181,,,,8521.154,,456.82556,5346b597-b56b-436b-a5d9-bffc72a5ac34.extra_data.json,6502386,25560000,5346b597-b56b-436b-a5d9-bffc72a5ac34,2019-03-11 00:00:00.000
,4527,,2868183,,0,2019-04-01 02:03:04.498,,2019-03-31 03:00:00.382,,,,60,360000,78,,,,3465.44,,185.02998,ac99630c-1c4c-4893-91ee-6254b5c0ab24.extra_data.json,2866684,32580000,ac99630c-1c4c-4893-91ee-6254b5c0ab24,2019-03-31 00:00:00.000
,4134,,2473862,,0,2018-06-09 03:42:02.282,,2018-06-08 04:00:00.648,,,,60,360000,66,,,,3185.1394,,175.68004,ec48018e-0243-45ff-8ed3-9424f941d107.extra_data.json,2459621,26340000,ec48018e-0243-45ff-8ed3-9424f941d107,2018-06-08 00:00:00.000
,0,,0,,0,2018-03-06 22:57:07.368,,2018-03-06 22:57:07.368,,,,-1,0,0,,,,0.0,,0.0,c984e7e3-b26d-4fc6-89bb-b2ae74c2eccf.extra_data.json,0,-1,c984e7e3-b26d-4fc6-89bb-b2ae74c2eccf,2018-02-16 00:00:00.000
,4066,,2447012,,0,2018-05-26 03:40:04.000,,2018-05-25 04:00:02.651,,,,60,667643,66,,,,3093.5505,,177.95993,4ac8fdeb-ab25-4ee1-abd9-8f31294e98e1.extra_data.json,2433618,26520000,4ac8fdeb-ab25-4ee1-abd9-8f31294e98e1,2018-05-25 00:00:00.000
,6649,,3870837,,0,2018-06-08 01:44:34.841,,2018-06-07 04:00:01.807,,,,60,420000,105,,,,5118.7705,,286.61996,de03943d-852f-4712-b09c-946e89ec3776.extra_data.json,3822960,33060000,de03943d-852f-4712-b09c-946e89ec3776,2018-06-07 00:00:00.000
,7682,,4544933,,0,2018-11-28 01:31:20.772,,2018-11-27 03:00:00.775,,,,60,540000,123,,,,6012.239,,324.04996,f45f8a7a-d8d6-42e0-9e34-6af8f00056d3.extra_data.json,4437682,17280000,f45f8a7a-d8d6-42e0-9e34-6af8f00056d3,2018-11-27 00:00:00.000
,8560,,5005528,,0,2019-04-04 02:43:52.225,,2019-04-03 03:00:00.633,,,,60,1332131,138,,,,6846.5425,,372.21994,a5d51940-29eb-4cf1-b22c-6c524a70ded7.extra_data.json,4944458,29640000,a5d51940-29eb-4cf1-b22c-6c524a70ded7,2019-04-03 00:00:00.000
,4620,,3028543,,0,2018-04-30 01:58:57.223,,2018-04-29 03:00:02.868,,,,60,120000,83,,,,3693.9902,,189.40004,9821cef0-6216-472d-86cd-2be1a27ed761.extra_data.json,3020543,45720000,9821cef0-6216-472d-86cd-2be1a27ed761,2018-04-29 00:00:00.000
,7253,,4387523,,0,2018-05-19 03:54:31.333,,2018-05-18 04:00:00.730,,,,60,420000,120,,,,5547.65,,303.80005,45ceb984-d71a-4f97-8364-d78372114306.extra_data.json,4352974,25860000,45ceb984-d71a-4f97-8364-d78372114306,2018-05-18 00:00:00.000
,2607,,1726559,,0,2018-10-01 02:09:35.233,,2018-09-30 03:00:00.804,,,,60,60000,46,,,,2105.8599,,109.49005,adf6e9f0-5ebf-434a-b122-3c8b31295adf.extra_data.json,1712159,27600000,adf6e9f0-5ebf-434a-b122-3c8b31295adf,2018-09-30 00:00:00.000
,7654,,4263632,,0,2018-03-16 02:54:15.840,,2018-03-15 03:00:01.211,,,,60,721870,116,,,,6470.265,,375.19827,bc33bfc7-d5f3-47e3-8f23-fed60de4c218.extra_data.json,3954102,30240000,bc33bfc7-d5f3-47e3-8f23-fed60de4c218,2018-03-15 00:00:00.000
,2257,,1378695,,0,2018-07-17 00:04:00.970,,2018-07-16 04:00:00.698,,,,60,300000,36,,,,1758.5902,,91.96998,52d93cec-b0f7-46d2-bbe3-1ded1a96abd9.extra_data.json,1360600,40500000,52d93cec-b0f7-46d2-bbe3-1ded1a96abd9,2018-07-16 00:00:00.000
,5792,,3530905,,0,2018-12-11 02:05:04.545,,2018-12-10 03:00:01.177,,,,60,360000,96,,,,4587.069,,241.37997,6b1694cd-0553-4c97-bc76-7aaef9ec61b7.extra_data.json,3507596,29220000,6b1694cd-0553-4c97-bc76-7aaef9ec61b7,2018-12-10 00:00:00.000
,9977,,5953069,,0,2018-11-27 02:24:30.414,,2018-11-26 03:00:00.899,,,,60,540000,163,,,,7742.1606,,420.61,2e32b299-175e-44fb-bef0-791cfdfe7d71.extra_data.json,5894648,21660000,2e32b299-175e-44fb-bef0-791cfdfe7d71,2018-11-26 00:00:00.000
,904,,584392,,0,2018-03-26 02:02:43.548,,2018-03-25 03:00:23.555,,,,60,60000,15,,,,732.64,,37.349987,cdffc903-a686-4aeb-8603-20922573ab9f.extra_data.json,576608,36900000,cdffc903-a686-4aeb-8603-20922573ab9f,2018-03-25 00:00:00.000
,4881,,2872118,,0,2018-09-28 21:16:41.356,,2018-09-28 03:00:03.400,,,,60,420000,78,,,,3758.8606,,205.50003,8a47be7d-3184-4c27-adf9-43798d0dd1ea.extra_data.json,2858349,26400000,8a47be7d-3184-4c27-adf9-43798d0dd1ea,2018-09-28 00:00:00.000
,3823,,2225815,,0,2018-06-23 03:41:02.577,,2018-06-22 04:00:20.088,,,,60,420000,60,,,,2916.2805,,163.36998,4e7010b5-f6d1-4f8c-8eb1-415f7bfa2482.extra_data.json,2219528,29220000,4e7010b5-f6d1-4f8c-8eb1-415f7bfa2482,2018-06-22 00:00:00.000
,10384,,6186793,,0,2018-05-11 03:01:47.884,,2018-05-10 03:00:00.590,,,,60,682080,170,,,,8166.132,,447.61203,2d77e429-b2d1-42d4-bfca-e7a085d8c0b1.extra_data.json,6031646,25800000,2d77e429-b2d1-42d4-bfca-e7a085d8c0b1,2018-05-10 00:00:00.000
,391,,259996,,0,2018-09-17 02:19:51.413,,2018-09-16 03:00:02.010,,,,60,25346,6,,,,316.30002,,15.529999,b0d05cc1-5cbc-4639-8fb3-0331ee4ed7a7.extra_data.json,258796,36840000,b0d05cc1-5cbc-4639-8fb3-0331ee4ed7a7,2018-09-16 00:00:00.000
,700,,466633,,0,2018-10-08 02:47:22.031,,2018-10-07 03:00:00.726,,,,60,31349,11,,,,540.80994,,26.219997,9547860a-71b6-42c2-9d6b-e0353ba6962d.extra_data.json,466233,33420000,9547860a-71b6-42c2-9d6b-e0353ba6962d,2018-10-07 00:00:00.000
,8017,,4806386,,0,2018-03-27 02:42:22.420,,2018-03-26 03:00:01.369,,,,60,480000,131,,,,6382.8003,,354.96002,50f741ac-d053-4931-ab47-8f358465e759.extra_data.json,4634275,19500000,50f741ac-d053-4931-ab47-8f358465e759,2018-03-26 00:00:00.000
