sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,wind_speed_unit,forecast_time,wind_speed
0.0,2020-09-24 20:04:51.072,-33.42979,,SO. 230,Soleado,0.0,1,TWC,2020-09-24 20:04:51.074,2020-09-24 20:04:51.074,1,-70.61955,22.0,39,UTC-0300,km/h,0.0,14.0
0.0,2018-07-15 07:18:52.731,-30.590965,,E. 80,Parcialmente nublado,0.0,1,TWC,2018-07-15 07:18:52.741,2018-07-15 07:18:52.741,1,-71.17512,10.0,84,UTC-0400,km/h,0.0,6.0
0.0,2019-01-06 14:21:41.162,-33.447865,,S. 170,Soleado,0.0,1,TWC,2019-01-06 14:21:41.169,2019-01-06 14:21:41.169,1,-70.65978,20.0,63,UTC-0300,km/h,0.0,8.0
0.0,2019-03-16 20:03:11.731,-30.597874,,O. 270,Soleado,0.0,1,TWC,2019-03-16 20:03:11.733,2019-03-16 20:03:11.733,1,-71.197754,23.0,47,UTC-0300,km/h,0.0,19.0
0.0,2020-10-26 13:12:11.820,-33.48299,,SSE. 150,Soleado,0.0,1,TWC,2020-10-26 13:12:11.827,2020-10-26 13:12:11.827,1,-70.68341,17.0,58,UTC-0300,km/h,0.0,2.0
0.0,2018-04-23 18:28:10.699,-33.499424,,O. 280,Muy nublado,0.0,1,TWC,2018-04-23 18:28:10.701,2018-04-23 18:28:10.701,1,-70.61577,21.0,42,UTC-0300,km/h,0.0,5.0
0.0,2020-08-03 20:15:05.125,-30.597406,,O. 270,Soleado,0.0,1,TWC,2020-08-03 20:15:05.129,2020-08-03 20:15:05.129,1,-71.19354,19.0,52,UTC-0400,km/h,0.0,14.0
0.0,2019-11-11 19:52:14.638,-33.51302,,SSO. 210,Soleado,0.0,1,TWC,2019-11-11 19:52:14.639,2019-11-11 19:52:14.639,1,-70.60603,27.0,39,UTC-0300,km/h,0.0,27.0
0.0,2019-12-24 15:27:45.790,-30.59796,,O. 260,Soleado,0.0,1,TWC,2019-12-24 15:27:45.797,2019-12-24 15:27:45.797,1,-71.184494,22.0,62,UTC-0300,km/h,0.0,18.0
0.0,2019-06-05 12:22:40.062,-33.50127,,NE. 50,Soleado,0.0,1,TWC,2019-06-05 12:22:40.063,2019-06-05 12:22:40.063,1,-70.608536,7.0,72,UTC-0400,km/h,0.0,5.0
0.0,2018-04-19 21:33:10.360,-33.423172,,S. 190,Soleado,0.0,1,TWC,2018-04-19 21:33:10.363,2018-04-19 21:33:10.363,1,-70.61043,24.0,30,UTC-0300,km/h,0.0,8.0
0.0,2018-08-07 23:19:17.718,-33.42941,,O. 260,Soleado,0.0,1,TWC,2018-08-07 23:19:17.722,2018-08-07 23:19:17.722,1,-70.61957,11.0,48,UTC-0400,km/h,0.0,8.0
0.0,2019-11-04 19:15:54.941,-33.51272,,S. 190,Muy nublado,0.0,1,TWC,2019-11-04 19:15:54.945,2019-11-04 19:15:54.945,1,-70.60662,21.0,45,UTC-0300,km/h,0.0,11.0
0.0,2021-01-08 19:08:05.172,-30.600548,,O. 270,Soleado,0.0,1,TWC,2021-01-08 19:08:05.176,2021-01-08 19:08:05.176,1,-71.195984,25.0,46,UTC-0300,km/h,0.0,23.0
0.0,2019-01-27 16:39:37.266,-33.429825,,S. 190,Soleado,0.0,1,TWC,2019-01-27 16:39:37.268,2019-01-27 16:39:37.268,1,-70.619606,32.0,26,UTC-0300,km/h,0.0,8.0
0.0,2018-11-09 23:17:56.008,-33.429565,,SSE. 160,Soleado,0.0,1,TWC,2018-11-09 23:17:56.010,2018-11-09 23:17:56.010,1,-70.61964,22.0,25,UTC-0300,km/h,0.0,21.0
0.0,2021-01-19 14:08:59.664,-30.596413,,O. 270,Soleado,0.0,1,TWC,2021-01-19 14:08:59.669,2021-01-19 14:08:59.669,1,-71.18956,21.0,61,UTC-0300,km/h,0.0,13.0
0.0,2020-01-25 13:26:12.092,-33.41574,,SSO. 210,Soleado,0.0,1,TWC,2020-01-25 13:26:12.093,2020-01-25 13:26:12.093,1,-70.53966,24.0,42,UTC-0300,km/h,0.0,3.0
0.0,2018-10-02 13:05:31.824,-33.429058,,NNO. 340,Soleado,0.0,1,TWC,2018-10-02 13:05:31.827,2018-10-02 13:05:31.827,1,-70.618546,11.0,73,UTC-0300,km/h,0.0,0.0
0.0,2021-01-05 15:15:07.549,-30.597107,,O. 270,Soleado,0.0,1,TWC,2021-01-05 15:15:07.553,2021-01-05 15:15:07.553,1,-71.190025,22.0,61,UTC-0300,km/h,0.0,16.0
0.0,2018-12-26 08:36:11.537,-33.485287,,S. 170,Soleado,0.0,1,TWC,2018-12-26 08:36:11.541,2018-12-26 08:36:11.541,1,-70.68283,14.0,85,UTC-0300,km/h,0.0,14.0
0.0,2019-03-25 19:59:51.655,-33.497467,,SSO. 210,Soleado,0.0,1,TWC,2019-03-25 19:59:51.658,2019-03-25 19:59:51.658,1,-70.61366,28.0,30,UTC-0300,km/h,0.0,11.0
0.0,2019-11-04 12:51:50.217,-33.499065,,SO. 230,Muy nublado,0.0,1,TWC,2019-11-04 12:51:50.219,2019-11-04 12:51:50.219,1,-70.61373,12.0,70,UTC-0300,km/h,0.0,0.0
0.0,2021-01-08 21:04:20.238,-30.595459,,O. 270,Soleado,0.0,1,TWC,2021-01-08 21:04:20.241,2021-01-08 21:04:20.241,1,-71.193535,24.0,49,UTC-0300,km/h,0.0,19.0
0.0,2018-10-15 11:53:05.857,-33.39212,,NE. 40,Soleado,0.0,1,TWC,2018-10-15 11:53:05.860,2018-10-15 11:53:05.860,1,-70.59891,13.0,65,UTC-0300,km/h,0.0,5.0
0.0,2019-03-18 21:52:03.207,-33.498806,,S. 170,Soleado,0.0,1,TWC,2019-03-18 21:52:03.210,2019-03-18 21:52:03.210,1,-70.61607,26.0,32,UTC-0300,km/h,0.0,5.0
0.0,2018-12-23 00:07:09.764,-30.593294,,O. 280,Despejado,0.0,1,TWC,2018-12-23 00:07:09.773,2018-12-23 00:07:09.773,1,-71.19071,18.0,68,UTC-0300,km/h,0.0,13.0
0.0,2019-10-18 22:56:15.921,-33.429832,,OSO. 240,Soleado,0.0,1,TWC,2019-10-18 22:56:15.982,2019-10-18 22:56:15.982,1,-70.61959,21.0,37,UTC-0300,km/h,0.0,13.0
0.0,2020-01-31 20:35:04.599,-33.459114,,SO. 220,Soleado,0.0,1,TWC,2020-01-31 20:35:04.605,2020-01-31 20:35:04.605,1,-70.61306,32.0,24,UTC-0300,km/h,0.0,24.0
0.0,2020-02-23 15:28:53.302,-39.869205,,O. 260,Parcialmente nublado,0.0,1,TWC,2020-02-23 15:28:53.307,2020-02-23 15:28:53.307,1,-73.40568,17.0,77,UTC-0300,km/h,0.0,11.0
0.0,2020-01-26 17:09:47.804,-33.429783,,O. 270,Soleado,0.0,1,TWC,2020-01-26 17:09:47.806,2020-01-26 17:09:47.806,1,-70.61964,32.0,22,UTC-0300,km/h,0.0,5.0
0.0,2018-09-27 13:45:13.322,-33.424713,,ONO. 300,Nublado,0.0,1,TWC,2018-09-27 13:45:13.329,2018-09-27 13:45:13.329,1,-70.61051,14.0,67,UTC-0300,km/h,0.0,10.0
0.0,2018-04-08 01:33:36.017,-33.42966,,SSE. 150,Soleado,0.0,1,TWC,2018-04-08 01:33:36.021,2018-04-08 01:33:36.021,1,-70.619354,17.0,56,UTC-0300,km/h,0.0,13.0
0.0,2019-02-28 19:01:19.415,-30.596392,,O. 270,Soleado,0.0,1,TWC,2019-02-28 19:01:19.431,2019-02-28 19:01:19.431,1,-71.18956,27.0,43,UTC-0300,km/h,0.0,23.0
0.0,2019-10-30 20:01:01.612,-30.596401,,O. 270,Parcialmente nublado,0.0,1,TWC,2019-10-30 20:01:01.613,2019-10-30 20:01:01.613,1,-71.18957,24.0,30,UTC-0300,km/h,0.0,21.0
0.0,2020-11-06 20:35:08.171,-33.501377,,SO. 230,Soleado,0.0,1,TWC,2020-11-06 20:35:08.179,2020-11-06 20:35:08.179,1,-70.610374,28.0,28,UTC-0300,km/h,0.0,13.0
0.0,2018-07-19 23:10:36.465,-30.597443,,O. 280,Despejado,0.0,1,TWC,2018-07-19 23:10:36.478,2018-07-19 23:10:36.478,1,-71.19337,7.0,72,UTC-0400,km/h,0.0,6.0
0.0,2019-01-28 12:36:36.917,-33.41989,,S. 180,Soleado,0.0,1,TWC,2019-01-28 12:36:36.926,2019-01-28 12:36:36.926,1,-70.611824,24.0,43,UTC-0300,km/h,0.0,0.0
0.0,2020-01-27 18:48:02.600,-33.497982,,SSO. 210,Soleado,0.0,1,TWC,2020-01-27 18:48:02.604,2020-01-27 18:48:02.604,1,-70.61541,33.0,26,UTC-0300,km/h,0.0,10.0
0.0,2020-11-06 23:19:15.154,-33.49903,,SSO. 200,Soleado,0.0,1,TWC,2020-11-06 23:19:15.177,2020-11-06 23:19:15.177,1,-70.61589,22.0,38,UTC-0300,km/h,0.0,26.0
0.0,2019-05-10 19:31:16.377,-33.42493,,SSE. 160,Soleado,0.0,1,TWC,2019-05-10 19:31:16.381,2019-05-10 19:31:16.381,1,-70.74593,18.0,39,UTC-0400,km/h,0.0,16.0
0.0,2018-10-10 18:18:30.180,-33.48997,,SSO. 210,Muy nublado,0.0,1,TWC,2018-10-10 18:18:30.183,2018-10-10 18:18:30.183,1,-70.61591,19.0,43,UTC-0300,km/h,0.0,3.0
0.0,2020-10-02 19:01:48.642,-33.42952,,SO. 230,Soleado,0.0,1,TWC,2020-10-02 19:01:48.646,2020-10-02 19:01:48.646,1,-70.64707,18.0,37,UTC-0300,km/h,0.0,8.0
0.0,2020-10-28 23:42:54.996,-33.4281,,SO. 220,Soleado,0.0,1,TWC,2020-10-28 23:42:55.011,2020-10-28 23:42:55.011,1,-70.62298,20.0,36,UTC-0300,km/h,0.0,21.0
0.0,2018-09-15 14:57:07.169,-33.42225,,OSO. 250,Niebla,0.0,1,TWC,2018-09-15 14:57:07.171,2018-09-15 14:57:07.171,1,-70.611824,11.0,83,UTC-0300,km/h,0.0,0.0
0.0,2019-06-21 14:33:30.427,-33.49934,,O. 280,Bruma,0.0,1,TWC,2019-06-21 14:33:30.429,2019-06-21 14:33:30.429,1,-70.61584,9.0,84,UTC-0400,km/h,0.0,0.0
0.0,2018-10-15 15:54:00.688,-33.397945,,O. 260,Soleado,0.0,1,TWC,2018-10-15 15:54:00.723,2018-10-15 15:54:00.723,1,-70.591705,21.0,39,UTC-0300,km/h,0.0,10.0
0.0,2020-02-04 18:49:37.613,-33.41789,,SO. 220,Soleado,0.0,1,TWC,2020-02-04 18:49:37.614,2020-02-04 18:49:37.614,1,-70.60675,29.0,26,UTC-0300,km/h,0.0,8.0
0.0,2020-03-09 14:56:16.414,-33.492264,,O. 280,Soleado,0.0,1,TWC,2020-03-09 14:56:16.416,2020-03-09 14:56:16.416,1,-70.61744,27.0,38,UTC-0300,km/h,0.0,5.0
0.0,2019-05-24 14:24:43.945,-33.501488,,E. 100,Muy nublado,0.0,1,TWC,2019-05-24 14:24:43.949,2019-05-24 14:24:43.949,1,-70.60944,13.0,39,UTC-0400,km/h,0.0,3.0
0.0,2019-05-20 15:13:01.881,-33.417755,,O. 270,Soleado,0.0,1,TWC,2019-05-20 15:13:01.883,2019-05-20 15:13:01.883,1,-70.60589,12.0,55,UTC-0400,km/h,0.0,5.0
0.0,2020-09-28 20:55:04.564,-33.422638,,SO. 220,Soleado,0.0,1,TWC,2020-09-28 20:55:04.568,2020-09-28 20:55:04.568,1,-70.61043,23.0,28,UTC-0300,km/h,0.0,13.0
0.0,2018-11-18 17:30:37.821,-33.428368,,SO. 220,Soleado,0.0,1,TWC,2018-11-18 17:30:37.831,2018-11-18 17:30:37.831,1,-70.607574,29.0,17,UTC-0300,km/h,0.0,10.0
0.0,2019-02-16 20:31:17.673,-30.597918,,O. 270,Soleado,0.0,1,TWC,2019-02-16 20:31:17.675,2019-02-16 20:31:17.675,1,-71.188614,24.0,47,UTC-0300,km/h,0.0,21.0
0.0,2019-07-31 14:39:01.019,-33.41794,,OSO. 240,Muy nublado,0.0,1,TWC,2019-07-31 14:39:01.021,2019-07-31 14:39:01.021,1,-70.656296,13.0,75,UTC-0400,km/h,0.0,5.0
0.0,2019-08-02 17:45:51.671,-33.514236,,SSO. 210,Soleado,0.0,1,TWC,2019-08-02 17:45:51.675,2019-08-02 17:45:51.675,1,-70.59725,16.0,34,UTC-0400,km/h,0.0,3.0
0.0,2018-11-16 14:00:05.405,-33.46363,,N. 350,Soleado,0.0,1,TWC,2018-11-16 14:00:05.449,2018-11-16 14:00:05.449,1,-70.62595,23.0,41,UTC-0300,km/h,0.0,3.0
0.0,2019-10-13 23:51:04.667,-33.429836,,SSE. 160,Nublado,0.0,1,TWC,2019-10-13 23:51:04.670,2019-10-13 23:51:04.670,1,-70.61958,20.0,42,UTC-0300,km/h,0.0,2.0
0.0,2019-03-16 20:40:11.878,-30.596605,,O. 270,Soleado,0.0,1,TWC,2019-03-16 20:40:11.879,2019-03-16 20:40:11.879,1,-71.20101,23.0,48,UTC-0300,km/h,0.0,19.0
0.0,2018-10-06 00:55:29.168,-33.461304,,SSO. 210,Soleado,0.0,1,TWC,2018-10-06 00:55:29.173,2018-10-06 00:55:29.173,1,-70.67205,16.0,61,UTC-0300,km/h,0.0,5.0
0.0,2019-06-03 12:24:15.733,-33.500576,,NNE. 30,Soleado,0.0,1,TWC,2019-06-03 12:24:15.736,2019-06-03 12:24:15.736,1,-70.60964,6.0,64,UTC-0400,km/h,0.0,8.0
0.0,2019-01-29 12:49:40.325,-33.420128,,SO. 220,Soleado,0.0,1,TWC,2019-01-29 12:49:40.329,2019-01-29 12:49:40.329,1,-70.61333,23.0,39,UTC-0300,km/h,0.0,0.0
0.0,2020-03-09 17:05:31.007,-33.421867,,SO. 220,Soleado,0.0,1,TWC,2020-03-09 17:05:31.009,2020-03-09 17:05:31.009,1,-70.60781,32.0,28,UTC-0300,km/h,0.0,10.0
0.0,2018-05-25 17:34:28.130,-33.424885,,SO. 220,Soleado,0.0,1,TWC,2018-05-25 17:34:28.156,2018-05-25 17:34:28.156,1,-70.61146,23.0,15,UTC-0400,km/h,0.0,5.0
0.0,2018-04-08 02:16:42.740,-33.427155,,SSE. 160,Soleado,0.0,1,TWC,2018-04-08 02:16:42.748,2018-04-08 02:16:42.748,1,-70.62278,16.0,59,UTC-0300,km/h,0.0,14.0
0.0,2021-01-19 14:07:07.038,-30.595636,,O. 270,Soleado,0.0,1,TWC,2021-01-19 14:07:07.045,2021-01-19 14:07:07.045,1,-71.19479,21.0,61,UTC-0300,km/h,0.0,13.0
0.0,2018-03-15 18:47:35.056,-33.4301,,OSO. 240,Soleado,0.0,1,TWC,2018-03-15 18:47:35.059,2018-03-15 18:47:35.059,1,-70.62075,29.0,17,UTC-0300,km/h,0.0,11.0
0.0,2019-11-12 13:39:36.392,-33.5002,,SO. 230,Soleado,0.0,1,TWC,2019-11-12 13:39:36.395,2019-11-12 13:39:36.395,1,-70.61186,20.0,59,UTC-0300,km/h,0.0,5.0
0.0,2019-07-31 21:52:26.860,-33.428047,,SSO. 210,Muy nublado,0.0,1,TWC,2019-07-31 21:52:26.863,2019-07-31 21:52:26.863,1,-70.62004,12.0,82,UTC-0400,km/h,0.0,8.0
0.0,2018-04-01 00:35:04.874,-30.598888,,O. 280,Despejado,0.0,1,TWC,2018-04-01 00:35:04.877,2018-04-01 00:35:04.877,1,-71.184296,16.0,82,UTC-0300,km/h,0.0,6.0
0.0,2018-12-22 22:46:09.941,-30.601679,,O. 270,Soleado,0.0,1,TWC,2018-12-22 22:46:09.943,2018-12-22 22:46:09.943,1,-71.18885,21.0,60,UTC-0300,km/h,0.0,18.0
0.0,2019-03-19 16:55:36.437,-33.498783,,S. 180,Soleado,0.0,1,TWC,2019-03-19 16:55:36.451,2019-03-19 16:55:36.451,1,-70.61446,23.0,29,UTC-0300,km/h,0.0,8.0
0.0,2019-07-16 18:24:03.369,-30.59824,,O. 280,Soleado,0.0,1,TWC,2019-07-16 18:24:03.375,2019-07-16 18:24:03.375,1,-71.18452,17.0,52,UTC-0400,km/h,0.0,13.0
,2023-12-17 23:47:56.182,-33.432407,,220.SW,Fair,,1,TWC,2023-12-18 01:22:13.831,2023-12-18 01:22:13.831,1,-70.61347,21.0,42,UTC-0300,km/h,,16.0
,2024-01-02 17:35:32.945,-33.41755,,200.SSW,Fair,,1,TWC,2024-01-02 17:35:34.453,2024-01-02 17:35:34.453,1,-70.60087,29.0,31,UTC-0300,km/h,,0.0
